store_id,name,prefecture,address,latitude,longitude,source_url
bowl-a-tomakomai,GiGO BOWLイオンモール苫小牧,北海道,北海道苫小牧市柳町3丁目1番20号 イオンモール苫小牧内,42.657063,141.640335,https://www.gigo.co.jp/shops/bowl-a-tomakomai
bowl-a-sapporo-teine,GiGO BOWLイオン札幌手稲駅前ショッピングセンター,北海道,北海道札幌市手稲区前田1条11丁目1-1 イオン札幌手稲駅前店 3F,43.121407,141.247055,https://www.gigo.co.jp/shops/bowl-a-sapporo-teine
bowl-shirakaba,GiGO BOWLドリームタウン白樺,北海道,北海道帯広市白樺16条西2丁目 ドリームタウン白樺内,42.918865,143.173309,https://www.gigo.co.jp/shops/bowl-shirakaba
bowl-norbesa,GiGO BOWLノルベサ,北海道,北海道札幌市中央区南3条西5丁目1-1 NORBESA 6F,43.056099,141.350815,https://www.gigo.co.jp/shops/bowl-norbesa
bowl-muroran,GiGO BOWL室蘭,北海道,北海道室蘭市東町4丁目31番3号,42.342724,141.025772,https://www.gigo.co.jp/shops/bowl-muroran
d-hakodate,GiGO MEGAドン･キホーテ函館,北海道,北海道函館市美原1-7-1 MEGAドン･キホーテ函館店2F,41.814320,140.756210,https://www.gigo.co.jp/shops/d-hakodate
sapporo-susukino,GiGOすすきの,北海道,北海道札幌市中央区南三条西4-11 シルバービルB区画,43.056313,141.352371,https://www.gigo.co.jp/shops/sapporo-susukino
chitose-yumai,GiGOちとせモール,北海道,北海道千歳市勇舞8丁目1-1 ちとせモール2F,42.853889,141.627457,https://www.gigo.co.jp/shops/chitose-yumai
a-tomakomai,GiGOイオンモール苫小牧,北海道,北海道苫小牧市柳町3丁目1番20号 イオンモール苫小牧内,42.657063,141.640335,https://www.gigo.co.jp/shops/a-tomakomai
a-sapporo-teine,GiGOイオン札幌手稲駅前ショッピングセンター,北海道,北海道札幌市手稲区前田1条11丁目1-1 イオン札幌手稲駅前店 3F,43.121407,141.247055,https://www.gigo.co.jp/shops/a-sapporo-teine
kamiiso,GiGOクレーンゲームオアシス スーパーセンタートライアル上磯,北海道,北海道北斗市七重浜7丁目14番地1 スーパーセンタートライアル上磯店内,41.820625,140.696213,https://www.gigo.co.jp/shops/kamiiso
cocono-susukino,GiGOココノススキノ,北海道,北海道札幌市中央区南四条西4-1-1 COCONO SUSUKINO 3F,43.055187,141.352646,https://www.gigo.co.jp/shops/cocono-susukino
cafestand-norbesa,GiGOコラボカフェスタンド ノルベサ,北海道,北海道札幌市中央区南三条西5丁目1-1 NORBESA 6F,43.056099,141.350815,https://www.gigo.co.jp/shops/cafestand-norbesa
muroran-chuo,GiGOスーパーアークス室蘭中央,北海道,北海道室蘭市中央町3丁目1番8号 スーパーアークス室蘭中央店3F,42.315075,140.975510,https://www.gigo.co.jp/shops/muroran-chuo
shirakaba,GiGOドリームタウン白樺,北海道,北海道帯広市白樺16条西2丁目 ドリームタウン白樺内,42.918865,143.173309,https://www.gigo.co.jp/shops/shirakaba
asahikawa,GiGOメガセンタートライアル旭川,北海道,北海道旭川市6条通14丁目64 メガセンタートライアル旭川店2F,43.768482,142.372208,https://www.gigo.co.jp/shops/asahikawa
hakodate-showa,GiGO函館昭和,北海道,北海道函館市昭和3丁目24-18 ゲオ函館昭和店内,41.818886,140.734024,https://www.gigo.co.jp/shops/hakodate-showa
kitami,GiGO北見,北海道,北海道北見市西三輪5丁目1番地16,43.796532,143.842224,https://www.gigo.co.jp/shops/kitami
muroran,GiGO室蘭,北海道,北海道室蘭市東町4丁目31番3号,42.342724,141.025772,https://www.gigo.co.jp/shops/muroran
obihiro-inada,GiGO帯広稲田,北海道,北海道帯広市稲田町南8線西12番地1 スズランボウル内,42.891060,143.196091,https://www.gigo.co.jp/shops/obihiro-inada
sapporo-nishiguchi,GiGO札幌駅西口,北海道,北海道札幌市北区北六条西6丁目1-1 WEST6,43.068222,141.346115,https://www.gigo.co.jp/shops/sapporo-nishiguchi
hachinohe,GiGO八戸,青森県,青森県八戸市城下4-25-14,40.520016,141.497299,https://www.gigo.co.jp/shops/hachinohe
hirosaki,GiGO弘前,青森県,青森県弘前市末広1-3-3,40.604122,140.500687,https://www.gigo.co.jp/shops/hirosaki
ichinoseki,GiGO一関,岩手県,岩手県一関市山目中野92-1,38.933811,141.117218,https://www.gigo.co.jp/shops/ichinoseki
mizusawa,GiGO水沢,岩手県,岩手県奥州市水沢区佐倉河鎧田4-1,,,https://www.gigo.co.jp/shops/mizusawa
a-sendai-nakayama,GiGOイオン仙台中山,宮城県,宮城県仙台市泉区南中山1-35-57 イオン仙台中山店別館3F,38.298996,140.825531,https://www.gigo.co.jp/shops/a-sendai-nakayama
cafestand-sendai,GiGOコラボカフェスタンド仙台,宮城県,宮城県仙台市青葉区中央2-5-5 三経60ビル（GiGO仙台内）,38.261436,140.876755,https://www.gigo.co.jp/shops/cafestand-sendai
natori-medeshimanosato,GiGOホームセンタームサシ名取,宮城県,宮城県名取市愛島郷1-1-1 ホームセンタームサシ名取店内2F,38.160740,140.857559,https://www.gigo.co.jp/shops/natori-medeshimanosato
sendai,GiGO仙台,宮城県,宮城県仙台市青葉区中央2-5-5 三経60ビル,38.261436,140.876755,https://www.gigo.co.jp/shops/sendai
sendai-korona,GiGO仙台コロナワールド,宮城県,宮城県仙台市宮城野区福室字田中前一番53-1,38.260223,140.969147,https://www.gigo.co.jp/shops/sendai-korona
sendai-ichibancho,GiGO仙台一番町,宮城県,宮城県仙台市青葉区一番町4-5-13 サンシャインビル1F,38.263912,140.871002,https://www.gigo.co.jp/shops/sendai-ichibancho
sanuma,GiGO佐沼,宮城県,宮城県登米市迫町佐沼中江2-5-8,38.690533,141.189621,https://www.gigo.co.jp/shops/sanuma
rifu,GiGO利府,宮城県,宮城県宮城郡利府町加瀬字新前谷地55-1 利府ペアガーデン内,38.328510,140.975769,https://www.gigo.co.jp/shops/rifu
natori,GiGO名取,宮城県,宮城県名取市飯野坂土城堀57-1,38.156860,140.888580,https://www.gigo.co.jp/shops/natori
izumichuo,GiGO泉中央ショッピングプラザセルバ,宮城県,宮城県仙台市泉区泉中央1-4-1 泉ショッピングプラザセルバ,38.323639,140.882217,https://www.gigo.co.jp/shops/izumichuo
ishinomaki,GiGO石巻,宮城県,宮城県石巻市大街道東4-1-45,38.429531,141.285019,https://www.gigo.co.jp/shops/ishinomaki
akita,GiGO秋田,秋田県,秋田県秋田市茨島1-1-16,39.704941,140.102615,https://www.gigo.co.jp/shops/akita
shirataka,GiGOマックスバリュ白鷹,山形県,山形県西置賜郡白鷹町荒砥乙535-1 マックスバリュ白鷹店内 プレビプレイランドコーナー,38.184605,140.105499,https://www.gigo.co.jp/shops/shirataka
yonezawa-ekimae,GiGOヨークベニマル米沢,山形県,山形県米沢市駅前3-1-18 ヨークベニマル米沢店内,37.911663,140.126846,https://www.gigo.co.jp/shops/yonezawa-ekimae
kita-yamagata,GiGO北山形,山形県,山形県山形市北町1-3-20,38.268463,140.331238,https://www.gigo.co.jp/shops/kita-yamagata
tendo,GiGO天童,山形県,山形県天童市南町1-5-26 ららパーク内,38.342953,140.373810,https://www.gigo.co.jp/shops/tendo
shonai,GiGO庄内,山形県,山形県東田川郡三川町猪子大堰端326-6,38.820278,139.834045,https://www.gigo.co.jp/shops/shonai
shinjo,GiGO新庄,山形県,山形県新庄市金沢1068,38.763401,140.309677,https://www.gigo.co.jp/shops/shinjo
yonezawa,GiGO米沢,山形県,山形県米沢市花沢タナコ原177,37.928589,140.125839,https://www.gigo.co.jp/shops/yonezawa
iwaki-kashima,GiGOいわきエブリア,福島県,福島県いわき市鹿島町米田字日渡5 いわきエブリア内2F,36.993458,140.904968,https://www.gigo.co.jp/shops/iwaki-kashima
iwaki-izumi,GiGOヨークベニマルいわき泉,福島県,福島県いわき市泉滝尻3丁目12-26 ヨークベニマル泉店内プレビプレイランドコーナーあひるのたまご,36.952591,140.862320,https://www.gigo.co.jp/shops/iwaki-izumi
aizuwakamatsu,GiGO会津若松,福島県,福島県会津若松市町北町大字上荒久田字宮下142,37.518253,139.922455,https://www.gigo.co.jp/shops/aizuwakamatsu
nakoso,GiGO勿来,福島県,福島県いわき市勿来町四沢鍵田13,36.889538,140.783707,https://www.gigo.co.jp/shops/nakoso
hiwada,GiGO日和田,福島県,福島県郡山市日和田町西中島7-1,37.447815,140.380844,https://www.gigo.co.jp/shops/hiwada
shirakawa,GiGO白河,福島県,福島県白河市新高山1-1 メガステージ白河内,37.118519,140.193832,https://www.gigo.co.jp/shops/shirakawa
fukushima,GiGO福島,福島県,福島県福島市本内中井1-2,37.785507,140.487854,https://www.gigo.co.jp/shops/fukushima
fukushima-minami,GiGO福島南,福島県,福島県福島市黒岩字中島7番2号,37.727570,140.467316,https://www.gigo.co.jp/shops/fukushima-minami
bowl-ishioka,GiGO BOWL石岡,茨城県,茨城県石岡市東大橋中峯1977-1,36.198200,140.308090,https://www.gigo.co.jp/shops/bowl-ishioka
d-katsuta,GiGO MEGAドン･キホーテ勝田,茨城県,茨城県ひたちなか市石川町1-1 MEGAドン･キホーテ勝田店2F,36.393135,140.527557,https://www.gigo.co.jp/shops/d-katsuta
sea-mark,GiGO SEAMARK SQUARE,茨城県,茨城県日立市東滑川町5-1-3 SEAMARK SQUARE,36.617416,140.677490,https://www.gigo.co.jp/shops/sea-mark
hitachinaka,GiGOひたちなか,茨城県,茨城県ひたちなか市田中後40-11,36.347847,140.580505,https://www.gigo.co.jp/shops/hitachinaka
ibaraki-kashima,GiGOショッピングセンターチェリオ鹿嶋,茨城県,茨城県鹿嶋市宮中290-1 ショッピンセンターチェリオ1階,35.959229,140.642563,https://www.gigo.co.jp/shops/ibaraki-kashima
tsukuba,GiGOデイズタウンつくば,茨城県,茨城県つくば市竹園1-9-2 デイズタウンつくばB1F,36.078007,140.115036,https://www.gigo.co.jp/shops/tsukuba
tsukuba-ekimae,GiGOトナリエクレオつくば,茨城県,茨城県つくば市吾妻1-7-1 トナリエクレオ3F,36.080475,140.111984,https://www.gigo.co.jp/shops/tsukuba-ekimae
hitachi-ekimae,GiGOヒタチエ,茨城県,茨城県日立市幸町1-16-1 日立SCビル5Fプレビプレイランドコーナー こころっこ,36.591763,140.658936,https://www.gigo.co.jp/shops/hitachi-ekimae
hitachi,GiGO日立,茨城県,茨城県日立市田尻町3-26-1,36.626606,140.669876,https://www.gigo.co.jp/shops/hitachi
mito,GiGO水戸,茨城県,茨城県水戸市宮町1-7-44 コムボックス310,36.369579,140.475098,https://www.gigo.co.jp/shops/mito
mito-ekimae,GiGO水戸オーパ,茨城県,茨城県水戸市宮町1丁目7-33 水戸OPA店内7F,36.370007,140.475922,https://www.gigo.co.jp/shops/mito-ekimae
mito-minami,GiGO水戸南,茨城県,茨城県水戸市千波町2017番地1 フェドラP&D水戸1F,36.351063,140.443954,https://www.gigo.co.jp/shops/mito-minami
edosaki,GiGO江戸崎ショッピングセンターパンプ,茨城県,茨城県稲敷市江戸崎甲4836 パンプ江戸崎SC1F,35.959206,140.315918,https://www.gigo.co.jp/shops/edosaki
ishioka,GiGO石岡,茨城県,茨城県石岡市東大橋中峯1976-1,36.198200,140.308090,https://www.gigo.co.jp/shops/ishioka
kamisu,GiGO神栖,茨城県,茨城県神栖市神栖1-8-1,35.897629,140.644348,https://www.gigo.co.jp/shops/kamisu
ryugasaki,GiGO龍ヶ崎,茨城県,茨城県龍ヶ崎市藤が丘4-2-6,35.938522,140.195389,https://www.gigo.co.jp/shops/ryugasaki
miyukigahara,GiGOヨークベニマル御幸ヶ原,栃木県,栃木県宇都宮市御幸ケ原町50-1 ヨークベニマル御幸ヶ原店内プレビプレイランドコーナージャンボリー,36.592319,139.927155,https://www.gigo.co.jp/shops/miyukigahara
utsunomiya,GiGO宇都宮,栃木県,栃木県宇都宮市東宿郷5-1-7,36.558426,139.908875,https://www.gigo.co.jp/shops/utsunomiya
oyama,GiGO小山,栃木県,栃木県小山市東城南1-1-18,36.299095,139.809631,https://www.gigo.co.jp/shops/oyama
nikko,GiGO日光,栃木県,栃木県日光市芹沼1448-1,36.741447,139.709564,https://www.gigo.co.jp/shops/nikko
nishi-nasuno,GiGO西那須野,栃木県,栃木県那須塩原市南郷屋2-106-27,36.893841,139.982788,https://www.gigo.co.jp/shops/nishi-nasuno
ashikaga-asakura,GiGO足利朝倉,栃木県,栃木県足利市朝倉町244-1,36.321991,139.450516,https://www.gigo.co.jp/shops/ashikaga-asakura
isesaki-mimuro,GiGO MEGAドン・キホーテUNY伊勢崎東,群馬県,群馬県伊勢崎市三室町5330 MEGAドン･キホーテUNY伊勢崎東店2F,36.329597,139.234207,https://www.gigo.co.jp/shops/isesaki-mimuro
d-kiryu,GiGO MEGAドン･キホーテ桐生,群馬県,群馬県桐生市永楽町5-10 MEGAドン･キホーテ桐生店3F,36.412357,139.336319,https://www.gigo.co.jp/shops/d-kiryu
maebashi,GiGOけやきウォーク前橋,群馬県,群馬県前橋市文京町2-1-1 アピタけやきウォーク前橋店2F,36.380619,139.076813,https://www.gigo.co.jp/shops/maebashi
takasaki-yanaka,GiGOアピタ高崎,群馬県,群馬県高崎市矢中町668-1 アピタ高崎店2F,36.306900,139.048309,https://www.gigo.co.jp/shops/takasaki-yanaka
gunma-chiyoda,GiGOジョイフル本田千代田,群馬県,群馬県邑楽郡千代田町萱野813-1 ジョイフル本田千代田店内2F,36.205578,139.473053,https://www.gigo.co.jp/shops/gunma-chiyoda
smark-isesaki,GiGOスマーク伊勢崎,群馬県,群馬県伊勢崎市西小保方町368 スマーク伊勢崎3F302区画,36.339588,139.232391,https://www.gigo.co.jp/shops/smark-isesaki
ota,GiGO太田,群馬県,群馬県太田市西矢島町575,36.274666,139.377838,https://www.gigo.co.jp/shops/ota
ota-nitta,GiGO新田ショッピングセンターニコ･モール,群馬県,群馬県太田市新田市野井町592-13 ニコモール新田店内,36.302780,139.302261,https://www.gigo.co.jp/shops/ota-nitta
numata,GiGO沼田,群馬県,群馬県沼田市下久屋町1100-1,36.656845,139.078918,https://www.gigo.co.jp/shops/numata
tatebayashi,GiGO館林,群馬県,群馬県館林市小桑原町949-1,36.234707,139.520599,https://www.gigo.co.jp/shops/tatebayashi
koshigaya,GiGO ALCo越谷ショッピングスクエア,埼玉県,埼玉県越谷市越ケ谷1-16-6 ALCo越谷ショッピングスクエア内B1F,35.886868,139.788589,https://www.gigo.co.jp/shops/koshigaya
kitamoto,GiGO HEY WORLD北本,埼玉県,埼玉県北本市深井6-87 HeyWorld店内,36.053493,139.525879,https://www.gigo.co.jp/shops/kitamoto
d-honjo-minami,GiGO MEGAドン・キホーテUNY本庄,埼玉県,埼玉県本庄市南1-2-10 MEGAドン･キホーテUNY本庄店1F,36.235245,139.181656,https://www.gigo.co.jp/shops/d-honjo-minami
d-urawa-harayama,GiGO MEGAドン・キホーテ浦和原山,埼玉県,埼玉県さいたま市緑区原山4-3-3 MEGAドン･キホーテ浦和原山店2F,35.871334,139.674057,https://www.gigo.co.jp/shops/d-urawa-harayama
d-misato,GiGO MEGAドン･キホーテ三郷,埼玉県,埼玉県三郷市さつき平1-1-1 MEGAドン･キホーテ三郷店2F,35.852695,139.867294,https://www.gigo.co.jp/shops/d-misato
d-hasuda,GiGO MEGAドン･キホーテ蓮田,埼玉県,埼玉県蓮田市東4-5-13 MEGAドン・キホーテ蓮田店2階,35.979858,139.657852,https://www.gigo.co.jp/shops/d-hasuda
llp-fujimi,GiGOららぽーと富士見,埼玉県,埼玉県富士見市山室1-1313 ららぽーと富士見3F3520号室,35.858746,139.547913,https://www.gigo.co.jp/shops/llp-fujimi
llt-kawaguchi,GiGOららテラス川口,埼玉県,埼玉県川口市栄町3-5-1 8F,35.802479,139.718582,https://www.gigo.co.jp/shops/llt-kawaguchi
kawagoe,GiGOアトレ川越,埼玉県,埼玉県川越市脇田町105番地 アトレ川越1F,35.908382,139.483047,https://www.gigo.co.jp/shops/kawagoe
ageo,GiGOアリオ上尾,埼玉県,埼玉県上尾市壱丁目北29番地14 アリオ上尾店内2F南ASOBI諸島,35.959564,139.569489,https://www.gigo.co.jp/shops/ageo
fukaya,GiGOアリオ深谷,埼玉県,埼玉県深谷市上柴町西4-2-14 アリオ深谷店2F,36.181110,139.298462,https://www.gigo.co.jp/shops/fukaya
a-yono,GiGOイオンモール与野,埼玉県,埼玉県さいたま市中央区本町西5-2-9 イオンモール与野 3F,35.889599,139.615906,https://www.gigo.co.jp/shops/a-yono
a-kawaguchi,GiGOイオンモール川口,埼玉県,埼玉県川口市安行領根岸3180 イオンモール川口2F,35.839615,139.723526,https://www.gigo.co.jp/shops/a-kawaguchi
a-urawa-misono,GiGOイオンモール浦和美園,埼玉県,埼玉県さいたま市緑区美園5-50-1 イオンモール浦和美園2F,35.890839,139.731522,https://www.gigo.co.jp/shops/a-urawa-misono
kuki,GiGOイトーヨーカドー久喜,埼玉県,埼玉県久喜市久喜中央4-9-11 イトーヨーカドー久喜店内4F,36.069969,139.675156,https://www.gigo.co.jp/shops/kuki
iruma-toyooka,GiGOクレーンゲームオアシス入間,埼玉県,埼玉県入間市豊岡1-11-1 入間アイポットビル2F,35.835709,139.387070,https://www.gigo.co.jp/shops/iruma-toyooka
saitamaooi,GiGOビバモール埼玉大井,埼玉県,埼玉県ふじみ野市西鶴ケ岡1-3-15 ビバモール埼玉大井,35.862591,139.501144,https://www.gigo.co.jp/shops/saitamaooi
honjo-chuo,GiGOビバモール本庄,埼玉県,埼玉県本庄市中央2-4-60 ビバモール本庄 2F2-12区画,36.243671,139.187775,https://www.gigo.co.jp/shops/honjo-chuo
warabi-nishikicho,GiGOビバモール蕨錦町,埼玉県,埼玉県蕨市錦町1-12-1 ビバモール蕨錦町 2F218区画,35.822811,139.677795,https://www.gigo.co.jp/shops/warabi-nishikicho
saitama-fukiage,GiGOフジモール吹上,埼玉県,埼玉県鴻巣市袋90-1 FUJIMALL吹上,36.095161,139.466385,https://www.gigo.co.jp/shops/saitama-fukiage
saitama-wakaba,GiGOワカバウォーク,埼玉県,埼玉県鶴ヶ島市富士見1-2-1 ワカバウォーク2F,35.949432,139.409744,https://www.gigo.co.jp/shops/saitama-wakaba
iruma,GiGO入間,埼玉県,埼玉県入間市東藤沢２ー１８,35.819008,139.418381,https://www.gigo.co.jp/shops/iruma
minami-koshigaya,GiGO南越谷ラクーン,埼玉県,埼玉県越谷市南越谷1-15-1 ラクーン南越谷2F,35.875023,139.793213,https://www.gigo.co.jp/shops/minami-koshigaya
omiya,GiGO大宮アルシェ,埼玉県,埼玉県さいたま市大宮区桜木町2丁目1番地1 大宮アルシェ,35.906166,139.622147,https://www.gigo.co.jp/shops/omiya
omiya-nishiguchi,GiGO大宮西口,埼玉県,埼玉県さいたま市大宮区桜木町2-3-2 泰伸ビル2F,35.906990,139.621796,https://www.gigo.co.jp/shops/omiya-nishiguchi
kawaguchi,GiGO川口,埼玉県,埼玉県川口市東領家2-2-10,35.794575,139.747879,https://www.gigo.co.jp/shops/kawaguchi
tokorozawa,GiGO所沢,埼玉県,埼玉県所沢市日吉町8-1,35.788414,139.471710,https://www.gigo.co.jp/shops/tokorozawa
kagohara,GiGO籠原,埼玉県,埼玉県熊谷市美土里町1-169,36.170643,139.318161,https://www.gigo.co.jp/shops/kagohara
saitama-hanazono,GiGO花園,埼玉県,埼玉県深谷市荒川359,36.120159,139.233917,https://www.gigo.co.jp/shops/saitama-hanazono
ichihara,GiGO MEGAドン・キホーテUNY市原,千葉県,千葉県市原市青柳北1-1 MEGAドン･キホーテUNY市原店2F,35.514351,140.066177,https://www.gigo.co.jp/shops/ichihara
d-yotsukaido,GiGO MEGAドン･キホーテ四街道,千葉県,千葉県四街道市めいわ2-1-1 MEGAドン･キホーテ四街道店2F,35.652531,140.169846,https://www.gigo.co.jp/shops/d-yotsukaido
narita-newtown,GiGOそよら成田ニュータウン,千葉県,千葉県成田市赤坂2-1-10 そよら成田ニュータウン,35.778236,140.290726,https://www.gigo.co.jp/shops/narita-newtown
taiyaki-llp-tokyo-bay,GiGOのたい焼き ららぽーとTOKYO-BAY,千葉県,千葉県船橋市浜町2-1-1 ららぽーとTOKYO-BAY,35.686241,139.990204,https://www.gigo.co.jp/shops/taiyaki-llp-tokyo-bay
taiyaki-a-tsudanuma-south,GiGOのたい焼きイオンモール津田沼South,千葉県,千葉県習志野市津田沼1-10-30 イオンモール津田沼South,35.689766,140.023468,https://www.gigo.co.jp/shops/taiyaki-a-tsudanuma-south
llp-tokyo-bay,GiGOららぽーとTOKYO-BAY,千葉県,千葉県船橋市浜町2丁目1番1号 ららぽーとTOKYO-BAY西館3Fマリンガーデン,35.686241,139.990204,https://www.gigo.co.jp/shops/llp-tokyo-bay
llp-kashiwanoha,GiGOららぽーと柏の葉,千葉県,千葉県柏市若柴175 ららぽーと柏の葉3F,35.893353,139.951187,https://www.gigo.co.jp/shops/llp-kashiwanoha
llt-tokyo-bay,GiGOららテラスTOKYO-BAY,千葉県,千葉県船橋市若松2-1-4 ららテラスTOKYO-BAY 1F,35.682053,139.994278,https://www.gigo.co.jp/shops/llt-tokyo-bay
kisarazu,GiGOアピタ木更津,千葉県,千葉県木更津市ほたる野4-2-48 アピタ木更津店2F,35.375458,139.962631,https://www.gigo.co.jp/shops/kisarazu
a-tsudanuma-south,GiGOイオンモール津田沼South,千葉県,千葉県習志野市津田沼1-10-30 イオンモール津田沼South,35.689766,140.023468,https://www.gigo.co.jp/shops/a-tsudanuma-south
a-choshi,GiGOイオンモール銚子,千葉県,千葉県銚子市三崎町2丁目2660-1 イオンモール銚子内,35.709991,140.787796,https://www.gigo.co.jp/shops/a-choshi
a-kita-kogane,GiGOイオン北小金,千葉県,千葉県松戸市小金1番地 イオン北小金店5F,35.832893,139.931442,https://www.gigo.co.jp/shops/a-kita-kogane
a-shin-urayasu,GiGOイオン新浦安ショッピングセンター,千葉県,千葉県浦安市入船1-4-1 イオンスタイル新浦安4F,35.649055,139.914963,https://www.gigo.co.jp/shops/a-shin-urayasu
matsudo,GiGOキテミテマツド,千葉県,千葉県松戸市松戸1307-1 キテミテマツド店内6F南ASOBI諸島,35.782314,139.898926,https://www.gigo.co.jp/shops/matsudo
inage-naganuma,GiGOクレーンゲームオアシス ワンズモール,千葉県,千葉県千葉市稲毛区長沼町330-50 ワンズモール稲毛,35.657303,140.117447,https://www.gigo.co.jp/shops/inage-naganuma
chiba-newtown,GiGOジョイフル本田千葉ニュータウン,千葉県,千葉県印西市牧の原2-1 ジョイフル本田千葉ニュータウン店2F,35.807137,140.155579,https://www.gigo.co.jp/shops/chiba-newtown
soga,GiGOフェスティバルウォーク蘇我,千葉県,千葉県千葉市中央区川崎町51-1 蘇我ハーバーシティーフェスティバルウォークアミューズメント棟1F,35.592579,140.118149,https://www.gigo.co.jp/shops/soga
kashiwa-oyamadai,GiGOモラージュ柏,千葉県,千葉県柏市大山台2丁目3番地 モラージュ柏2F,35.882629,139.969238,https://www.gigo.co.jp/shops/kashiwa-oyamadai
yabashira,GiGO八柱,千葉県,千葉県松戸市日暮1-1-1 八柱駅第2ビル2階,35.792057,139.938507,https://www.gigo.co.jp/shops/yabashira
chiba,GiGO千葉,千葉県,千葉県千葉市中央区富士見2-4-1,35.611576,140.115784,https://www.gigo.co.jp/shops/chiba
makuhari,GiGO幕張,千葉県,千葉県千葉市美浜区ひび野1-8 メッセアミューズモール1F,35.649830,140.042603,https://www.gigo.co.jp/shops/makuhari
abiko,GiGO我孫子,千葉県,千葉県我孫子市柴崎天王谷47-1,35.877205,140.034195,https://www.gigo.co.jp/shops/abiko
asahi,GiGO旭,千葉県,千葉県旭市二野場3150-1,35.716034,140.648178,https://www.gigo.co.jp/shops/asahi
kashiwa,GiGO柏,千葉県,千葉県柏市柏1-1-11 丸井デパート内B1F,35.861233,139.970871,https://www.gigo.co.jp/shops/kashiwa
inage-sonnocho,GiGO稲毛オーツーパーク,千葉県,千葉県千葉市稲毛区園生町380番地1号,35.651718,140.119476,https://www.gigo.co.jp/shops/inage-sonnocho
bowl-kasai,GiGO BOWLアリオ葛西,東京都,東京都江戸川区東葛西9-3-3 アリオ葛西3F,35.653355,139.880692,https://www.gigo.co.jp/shops/bowl-kasai
poker-roppongi,GiGO POKER六本木,東京都,東京都港区六本木7-14-11 メトロシティ六本木4F,35.663563,139.731369,https://www.gigo.co.jp/shops/poker-roppongi
poker-shinjuku,GiGO POKER新宿,東京都,東京都新宿区歌舞伎町1-21-1 第二東亜会館2F,35.694965,139.701279,https://www.gigo.co.jp/shops/poker-shinjuku
poker-shinjuku-nishiguchi,GiGO POKER新宿西口,東京都,東京都新宿区西新宿1-13-2 松原ビル 6F,35.689781,139.696960,https://www.gigo.co.jp/shops/poker-shinjuku-nishiguchi
inagi-wakabadai,GiGO SOCOLA若葉台,東京都,東京都稲城市坂浜1325-1 SOCOLA若葉台3F,35.620457,139.488403,https://www.gigo.co.jp/shops/inagi-wakabadai
akigawa,GiGOあきるのプレイス,東京都,東京都あきる野市秋川1-17-1 あきる野東急4F,35.730888,139.287292,https://www.gigo.co.jp/shops/akigawa
taiyaki-a-musashimurayama,GiGOのたい焼きイオンモールむさし村山,東京都,東京都武蔵村山市榎1-1-3 イオンモールむさし村山2F,35.746552,139.385162,https://www.gigo.co.jp/shops/taiyaki-a-musashimurayama
taiyaki-ikebukuro3,GiGOのたい焼き池袋3号館,東京都,東京都豊島区東池袋1-1-3 池袋北辰ビル,35.729874,139.713257,https://www.gigo.co.jp/shops/taiyaki-ikebukuro3
taiyaki-shibuya,GiGOのたい焼き渋谷,東京都,東京都渋谷区宇田川町29-4 ゼンモールビル,35.660583,139.698257,https://www.gigo.co.jp/shops/taiyaki-shibuya
taiyaki-akihabara5,GiGOのたい焼き秋葉原5号館,東京都,東京都千代田区外神田1-10-1 吉葉無線ビル,35.698746,139.770599,https://www.gigo.co.jp/shops/taiyaki-akihabara5
taiyaki-sohonten,GiGOのたい焼き総本店,東京都,東京都豊島区東池袋1-13-6 ロクマルゲートIKEBUKURO2F,35.729591,139.714813,https://www.gigo.co.jp/shops/taiyaki-sohonten
machida-asahi,GiGOままともプラザ町田,東京都,東京都町田市旭町1-24-1 ままともプラザ町田店内2F,35.554443,139.442276,https://www.gigo.co.jp/shops/machida-asahi
machida-negishi,GiGOアメリア町田根岸ショッピングセンター,東京都,東京都町田市根岸2丁目18番地1号 アメリア町田根岸店内2Fプレビプレイランドコーナーこころっこ,35.576424,139.410843,https://www.gigo.co.jp/shops/machida-negishi
inagi-yanokuchi,GiGOアメリア稲城ショッピングセンター,東京都,東京都稲城市矢野口2284-1 アメリア稲城SC内2F,35.635681,139.514954,https://www.gigo.co.jp/shops/inagi-yanokuchi
kitasuna,GiGOアリオ北砂,東京都,東京都江東区北砂2-17-1 アリオ北砂店アリオモール3F,35.681305,139.826630,https://www.gigo.co.jp/shops/kitasuna
kasai,GiGOアリオ葛西,東京都,東京都江戸川区東葛西9-3-3 イトーヨーカドー3F,35.653355,139.880692,https://www.gigo.co.jp/shops/kasai
a-musashimurayama,GiGOイオンモールむさし村山,東京都,東京都武蔵村山市榎1-1-3,35.746552,139.385162,https://www.gigo.co.jp/shops/a-musashimurayama
hachioji-hazama,GiGOイトーヨーカドー八王子,東京都,東京都八王子市狭間町1462-1 イトーヨーカドー八王子,35.637585,139.292969,https://www.gigo.co.jp/shops/hachioji-hazama
chofu-kokuryo,GiGOイトーヨーカドー国領,東京都,東京都調布市国領町8-2-64 イトーヨーカドー国領店3F,35.648190,139.565018,https://www.gigo.co.jp/shops/chofu-kokuryo
higashikurume,GiGOイトーヨーカドー東久留米,東京都,東京都東久留米市本町3-8-1 イトーヨーカドー東久留米店内3Fこころっこ,35.760059,139.528702,https://www.gigo.co.jp/shops/higashikurume
